id_inner,i_ID,shop,description,part#,price,qty,type,unitPrice,warranty?,invoice,label
975627,104,366,labor camshaft synchronizer,,100.0,1.25,Labor,80.0,no,,9
721944,1117,70,r & r front axel assembly,,95.0,1.0,Labor,95.0,no,,9
254673,76804,41,pm9290  blower motor,,112.0,1.0,Part,112.0,no,,7
262826,84957,41,11343 alternator,,150.0,1.0,Part,150.0,no,,6
102839,3618,38,tie rod inner & outter,,87.94,2.0,Part,43.97,no,,1
569155,65118,46,labor on fuel filter and fuel line repair,,115.6,1.36,Labor,85.0,no,,2
332117,54248,42,r&r outer tie rods & inner tie rods  with wheel alignment,,238.0,2.8,Labor,85.0,no,,1
459927,7458,45,az front lower ball joints,,50.62,2.0,Part,25.31,no,,1
348120,70251,42,labor on front passenger side   wheel bearing,,160.0,1.0,Labor,160.0,no,,1
804683,3085,74,oil chance on filter,,15.0,1.0,Part,15.0,no,,2
924423,12573,257,front  passenger  side hub bearing,,78.94,1.0,Part,78.94,no,,1
931794,19944,257,replace new front & rear brake pads & rotors,,143.65,1.69,Labor,85.0,no,,8
904741,2639,80,2 front tie rods 3 motor mounts water pump serpentine bell tension er bell,,480.0,1.0,Part,480.0,no,,9
686837,27782,49,front brake line  l r,,50.5,2.0,Part,25.25,no,,8
57384,24297,36,front rotors  ax5115  713602 020689,,72.9,2.0,Part,36.45,no,,8
664474,5419,49,r+r front struts lower ball joints  outer pass tie rod rear control arm,,840.0,1.0,Labor,840.0,no,,1
624708,11444,48,balance out front  tires,,60.0,2.0,Labor,30.0,no,,9
426056,24597,44,l/r abs speed sensor prt 532436 sril 025623809922 mnftr napa,,80.0,1.0,Part,80.0,no,,5
483123,30654,45,23401275 vent solenoid,,54.3,1.0,Part,54.3,no,,5
937648,25798,257,1 brake hose p 79027 s  000070239 (autozone ),,0.0,1.0,Part,0.0,no,,8
174758,39837,39,de1594 rear brake pads,,58.0,1.0,Part,58.0,no,,8
876626,6659,78,flower motor,,97.67,1.0,Part,97.67,no,,9
627074,13810,48,r&r center link,,65.0,1.0,Labor,65.0,no,,1
77062,7473,37,2 lower control arms and 2 sway bar links,,235.45,2.77,Labor,85.0,no,,1
617585,4321,48,labor only on oil pan gasket and oil pan,,220.0,1.0,Labor,220.0,no,,2
90910,21321,37,sway bar repair kit  atz,,80.56,2.0,Part,40.28,no,,1
131343,32122,38,spark plugs  intake gasket & air filter,,255.0,3.0,Labor,85.0,no,,2
3692,3692,15,flex pipe parts & labor,,100.0,1.0,Labor,100.0,no,,1
132050,32829,38,r&r rear brakes brake caliper & bleed sys,,221.0,2.6,Labor,85.0,no,,8
30801,30801,15,throttle body gasket  az,,10.0,1.0,Part,10.0,no,,2
871488,1521,78,manifold bolt w flange,,100.0,1.0,Labor,100.0,no,,2
914223,2373,257,oil change w /filter,,25.0,1.0,Labor,25.0,no,,2
668448,9393,49,front passenger c v axle,,80.0,1.0,Part,80.0,no,,1
180021,2152,41,2 muffler 1yerawarranty,,30.0,1.0,Part,30.0,no,,1
658746,45482,48,r&r engine motor mount,,665.0,7.0,Labor,95.0,no,,6
429008,27549,44,f/rotors prt 53021 sril 052448507486 mnftr drlst,,100.0,1.0,Part,100.0,no,,8
809801,8203,74,2 brake drums,,88.3,2.0,Part,44.15,no,,8
206449,28580,41,starter motor front engine mount 2 rear sway bar links,,225.97,1.0,Part,225.97,no,,6
685419,26364,49,valve cover gaskket (part  vs50879r),,80.0,1.0,Part,80.0,no,,9
427004,25545,44,ac compresser,,160.0,2.0,Labor,80.0,no,,7
532055,28018,46,fuel pump 3 fuel lines repair kit canister purge valve canister vent valve,,499.8,1.02,Labor,490.0,no,,2
643171,29907,48,precision 25693  reman  rack and pinion serial 4526000876,,325.0,1.0,Part,325.0,no,,9
280793,2924,42,r & r air flow meter sensor & vacuum elbow,,100.0,1.0,Labor,100.0,no,,6
239550,61681,41,dl9942s starter,,152.0,1.0,Part,152.0,no,,6
937122,25272,257,ft brake rotors  70119dl  s 641802100590,,120.0,2.0,Part,60.0,no,,8
111850,12629,38,rear rearward control arm,,52.99,1.0,Part,52.99,no,,1
343494,65625,42,labor on universal catalytic converter,,149.6,1.76,Labor,85.0,no,,2
914161,2311,257,center support bearing drive  shaft,,125.17,1.0,Part,125.17,no,,1
487305,34836,45,moog rk60225 control arm serial 10998418,,90.0,1.0,Part,90.0,no,,1
344154,66285,42,r&r used  radiator cooling fan motor relays,,119.0,1.4,Labor,85.0,no,,9
662038,2983,49,r+r exhaust manifold and exhaust system hardware,,700.0,1.0,Labor,700.0,no,,1
485203,32734,45,hyp09a oil pan,,35.99,1.0,Part,35.99,no,,2
668019,8964,49,r+r rear shoes with  hardware,,140.0,1.0,Labor,140.0,no,,8
129925,30704,38,front struts complete assy   172604,,390.0,2.0,Part,195.0,no,,1
937574,25724,257,stater motor p dl9942s s 0006000634,,177.18,1.0,Part,177.18,no,,6
8724,8724,15,front d/s outer tie rod,,24.38,1.0,Part,24.38,no,,1
465222,12753,45,removal and replacement of rear brake hose(passenger side),,149.25,1.99,Labor,75.0,no,,8
119127,19906,38,oil change and drain oil plug,,30.0,1.0,Labor,30.0,no,,2
512610,8573,46,2 idler pulleys tensioner belt 2 serpentine belts,,227.65,1.0,Labor,227.65,no,,6
366383,17532,43,1 coil,,35.03,1.0,Part,35.03,no,,2
300299,22430,42,r & r lower & upper ball joints and muffler  front pipe,,364.0,1.04,Labor,350.0,no,,1
575927,5656,47,front rh wheel bearing muffler oil change,,215.0,1.0,Part,215.0,no,,1
115471,16250,38,up stream o2 sensor,,82.01,1.0,Part,82.01,no,,2
534494,30457,46,drive belt  alternator,,142.4,1.78,Labor,80.0,no,,6
379890,31039,43,serpentine belt  belt tensioner,,73.5,0.98,Labor,75.0,no,,9
51176,18089,36,rear oxygen sensors  23161 087295 231616,,131.0,2.0,Part,65.5,no,,9
470149,17680,45,removal and replacement of power steering return line,,79.5,1.06,Labor,75.0,no,,1
371453,22602,43,4 spark plugs  5303,,33.29,1.0,Part,33.29,no,,2
155378,20457,39,brake booster and power  steering pressure hose from booster to powersteering pump,,350.25,4.67,Labor,75.0,no,,8
685023,25968,49,labor on cv axle and 4x4 actuator,,153.0,1.8,Labor,85.0,no,,1
207575,29706,41,2 front struts 2 front sway bar links 2 rear shocks 2 rear sway bar links,,408.75,1.0,Labor,408.75,no,,1
679927,20872,49,front pads rear pads on spark plugs only,,200.0,2.5,Labor,80.0,no,,8
275262,97393,41,dg1281 brake pads,,65.2,1.0,Part,65.2,no,,8
950549,38699,257,rear brake rotors p  31329 s 0000716004,,190.0,2.0,Part,95.0,no,,8
179382,1513,41,2 front brake rotor 2 front brake pads front left 1 brake caliper 2 rear brake rotor 2 rear brake pads 2yearwarranty,,163.7,1.0,Part,163.7,no,,8
494560,42091,45,oil change   no warranty,,15.0,1.0,Labor,15.0,no,,2
282804,4935,42,on resonator & hangers,,40.01,1.0,Labor,40.01,no,,9
77612,8023,37,gas pedal  hawk,,111.35,1.31,Labor,85.0,no,,6
27831,27831,15,on  rear shocks and shock mounts,,103.5,1.38,Labor,75.0,no,,1
458634,6165,45,coolant bypas tube,,45.0,1.0,Part,45.0,no,,9
363381,14530,43,2 trans cooler lines water pump thermostat,,261.72,1.0,Labor,261.72,no,,2
677719,18664,49,relace resonator  ext pipe,,94.4,1.18,Labor,80.0,no,,1
597845,27574,47,heater control,,351.19,1.0,Part,351.19,no,,4
563554,59517,46,labor on  flex pipi and muffler,,229.5,2.7,Labor,85.0,no,,1
511056,7019,46,oil change extension pipe converter muffler,,225.51,1.0,Labor,225.51,no,,2
290761,12892,42,on catalytic driver side lower,,70.0,1.0,Labor,70.0,no,,9
550119,46082,46,fuel pressure line 1 fuel return line 1 evap line,,264.0,3.3,Labor,80.0,no,,2
673895,14840,49,oil change/ cleaned battery terminals,,23.87,1.0,Labor,23.87,no,,2
296919,19050,42,front struts (west),,211.56,2.0,Part,105.78,no,,1
954754,42904,257,replace p/s bukb,,44.0,1.0,Labor,44.0,no,,6
671434,12379,49,front inner tie rods front outer tie rods 3 new tires,,175.5,2.7,Labor,65.0,no,,1
447670,46211,44,flasher installayion,,14.45,0.17,Labor,85.0,no,,5
63358,30271,36,front inner tie rod pass side labor only  & front alignment,,140.0,1.0,Labor,140.0,no,,1
26696,26696,15,rear bumper push on retainers,,10.0,1.0,Labor,10.0,no,,4
499987,47518,45,12674782 oil pressure swith,,25.0,1.0,Part,25.0,no,,9
94013,24424,37,install straight pipe,,60.0,1.0,Labor,60.0,no,,1
643801,30537,48,duralast 42151dl brake rotor serial 000377489,,90.0,2.0,Part,45.0,no,,8
675353,16298,49,labor extensin pipe,,45.0,1.0,Labor,45.0,no,,1
538659,34622,46,1017   rear brake pads,,35.0,1.0,Part,35.0,no,,8
276848,98979,41,6l5z7379a spring,,10.0,1.0,Part,10.0,no,,1
315423,37554,42,replaced sleeve pipe & chrome pipe,,66.75,0.89,Labor,75.0,no,,1
231472,53603,41,27101775  front  right wheel bearing,,80.0,1.0,Part,80.0,no,,1
353339,4488,43,1 thermostat and 1oil pan gasket,,53.0,1.0,Part,53.0,no,,2
12655,12655,15,a/c tensioner pulley  o,,36.89,1.0,Part,36.89,no,,6
125000,25779,38,2 rear coil springs( labor only),,100.0,1.0,Labor,100.0,no,,1
663480,4425,49,oil change and filter canbio de yanta y un torniyo,,60.0,1.0,Labor,60.0,no,,2
969139,3079,365,labor on flex pipe and ext,,90.4,1.13,Labor,80.0,no,,1
8747,8747,15,water pump  au,,298.2,1.0,Part,298.2,no,,6
436287,34828,44,replace brake shoe,,40.0,0.5,Labor,80.0,no,,8
678287,19232,49,serpentine belt (alternator ),,36.21,1.0,Part,36.21,no,,6
594802,24531,47,steering belt,,18.0,1.0,Part,18.0,no,,6
315052,37183,42,lower ball joints   part k8695t serial 88277965220,,39.98,2.0,Part,19.99,no,,1
337477,59608,42,air filter part 66673 serial 674118115354,,20.0,1.0,Part,20.0,no,,2
49745,16658,36,hub bearing driver side labor only,,80.0,1.0,Labor,80.0,no,,1
838878,4289,76,performr repair on vacuum hose and cataly,,156.0,2.4,Labor,65.0,no,,9
279310,1441,42,on tip,,40.0,1.0,Labor,40.0,no,,9
127263,28042,38,exhaust muffle,,74.55,1.0,Part,74.55,no,,1
816657,15059,74,labor on rear springs and shocks,,120.0,1.0,Labor,120.0,no,,1
276229,98360,41,dc20008 distributor rotor,,20.0,1.0,Part,20.0,no,,2
472836,20367,45,alignment & lower control arm adjusting,,100.0,1.0,Labor,100.0,no,,1
123542,24321,38,iac sensor & purge solenoid replacement,,150.0,2.0,Labor,75.0,no,,2
673778,14723,49,nt515052 front driver hub bearing,,119.71,1.0,Part,119.71,no,,1
632799,19535,48,r&r cv axle front driver,,79.5,1.06,Labor,75.0,no,,1
218470,40601,41,universal rear catalityc converter resonator,,149.0,1.0,Labor,149.0,no,,9
211391,33522,41,costumer request install front & rear brake pads labor only no warranty,,100.0,1.0,Labor,100.0,no,,8
600948,30677,47,ac recharge ac compressor,,256.0,1.0,Labor,256.0,no,,7
917972,6122,257,on temperature sensor ( replace new),,39.6,0.99,Labor,40.0,no,,5
330898,53029,42,boots part,,60.0,6.0,Part,10.0,no,,9
530023,25986,46,6 ignition coils tune up,,213.4,0.97,Labor,220.0,no,,2
242896,65027,41,ss7758x   rear brake pads,,40.0,1.0,Part,40.0,no,,8
327505,49636,42,labor on inner & outer tie rods with wheel alignment,,220.0,1.0,Labor,220.0,no,,1
972946,6886,365,exhaust instalation,,164.9,1.94,Labor,85.0,no,,1
39557,6470,36,labor and emissions test,,328.9,5.06,Labor,65.0,no,,5
274797,96928,41,cabin air filter   /224684,,20.0,1.0,Part,20.0,no,,4
101275,2054,38,coil springs part and labor,,110.0,1.0,Labor,110.0,no,,1
50406,17319,36,inspection charge,,30.0,1.0,Labor,30.0,no,,5
542267,38230,46,p sp3051m   fuel pump module assembly,,220.0,1.0,Part,220.0,no,,2
313124,35255,42,o2 sensor   part 234 4668,,92.58,1.0,Part,92.58,no,,2
512234,8197,46,full syn oil and oil change,,50.0,1.0,Labor,50.0,no,,2
257930,80061,41,os30729r  oil pan gasket,,47.41,1.0,Part,47.41,no,,2
231776,53907,41,es432  inner tie rod,,123.98,2.0,Part,61.99,no,,1
913332,1482,257,front & rear brake pads n  rotors,,281.97,1.0,Part,281.97,no,,8
221721,43852,41,fuel line  3 months warranty on parts,,27.0,1.0,Part,27.0,no,,2
942628,30778,257,reolace new front brake pads n rotors,,110.0,1.0,Labor,110.0,no,,8
929558,17708,257,rear brake pads parts az39288,,29.0,1.0,Part,29.0,no,,8
94695,25106,37,front lower control  arm with ball joint  atz,,221.5,2.0,Part,110.75,no,,1
164818,29897,39,r & r trans cooler lines,,60.0,1.0,Labor,60.0,no,,7
545688,41651,46,universal rear resonator,,32.0,1.0,Part,32.0,no,,1
21575,21575,15,valve cover  au,,135.89,1.0,Part,135.89,no,,3
942055,30205,257,replace  oxy  sensor,,85.0,1.0,Labor,85.0,no,,5
635772,22508,48,bnk i catalitiv converter us auto f,,380.0,1.0,Part,380.0,no,,8
162119,27198,39,a/c compressor reman,,200.0,1.0,Part,200.0,no,,7
670161,11106,49,spark plugs p 3395 s 20650335 m/denso,,90.0,6.0,Part,15.0,no,,6
290512,12643,42,intermediate shaft  (w),,80.0,1.0,Part,80.0,no,,1
654657,41393,48,replaced front motor mount/left vtrans motor mount / flex pipe,,255.0,3.0,Labor,85.0,no,,1
918123,6273,257,on water pump ( replace( 3)  & drive belt ( replace serpentine belt) & valve cover gasket ( replace both bank s),,400.82,0.98,Labor,409.0,no,,3
547819,43782,46,p 31270g   front brake rotors,,56.0,2.0,Part,28.0,no,,8
553183,49146,46,front right tire mount  & balance,,30.0,1.0,Labor,30.0,no,,1
945527,33677,257,replaced front bank 2 catalytic converter and oxygen sensors,,390.0,1.0,Labor,390.0,no,,8
198674,20805,41,2 glass packs 2 chrome tips labor only,,180.0,1.0,Labor,180.0,no,,1
525944,21907,46,3 brake lines front brake rotors pads,,444.6,1.17,Labor,380.0,no,,8
454521,2052,45,vs r&r front sway links,,90.0,2.0,Part,45.0,no,,1
948152,36302,257,r&r universal joint just labor,,120.0,1.0,Labor,120.0,no,,1
771680,27180,72,replaced & fastened passengerside lower control arm bolt,,255.0,3.0,Labor,85.0,no,,1
929573,17723,257,valve cover gasket kit  vs50606r s 614046837645,,45.0,1.0,Part,45.0,no,,3
361905,13054,43,1 front exhaust flange and 1 tail pipe,,206.8,1.0,Labor,206.8,no,,1
169951,35030,39,g2000278658rin upper radiator hose,,60.0,1.0,Part,60.0,no,,3
629241,15977,48,replace caliper front,,40.0,1.0,Labor,40.0,no,,8
139318,4397,39,crankshaft pulley,,137.0,1.0,Part,137.0,no,,6
355174,6323,43,1 ex pipe and 1 resanator and 1 extension pipe,,142.2,1.0,Labor,142.2,no,,1
546609,42572,46,labor only on mufflers,,120.0,1.0,Labor,120.0,no,,1
23703,23703,15,timing belt tensioner  au,,62.89,1.0,Part,62.89,no,,3
391897,43046,43,labor cost on exhaust and manifold,,989.4,11.64,Labor,85.0,no,,1
234343,56474,41,front & rear brake rotor brake pads rear left brake caliper,,314.4,3.93,Labor,80.0,no,,8
5910,5910,15,filler neck tube and recirculation  lines unplugged & $10  gas,,90.0,1.0,Labor,90.0,no,,9
93640,24051,37,climate control module  i55,,195.55,1.0,Part,195.55,no,,4
74515,4926,37,sway bars  seal and oil change,,162.5,2.5,Labor,65.0,no,,2
770373,25873,72,1333569l strut assembly,,229.75,1.0,Part,229.75,no,,1
55508,22421,36,connector coolant & coolant temp sensor,,41.25,0.55,Labor,75.0,no,,2
100102,881,38,power sterring line repair,,80.0,1.0,Labor,80.0,no,,7
332987,55118,42,rear pads  td967hm,,45.0,1.0,Part,45.0,no,,8
928833,16983,257,a/c  resi,,65.0,1.0,Labor,65.0,no,,7
941124,29274,257,conventional oil chnage w filter   no warranty,,20.0,1.0,Part,20.0,no,,2
286755,8886,42,on  4 tie rods,,104.02,2.0,Labor,52.01,no,,1
552575,48538,46,evap valve vapor canister solenoid valve canister purge valve blower resistor,,400.0,5.0,Labor,80.0,no,,2
69526,36439,36,ball joints  10480771  885484395213,,100.0,2.0,Part,50.0,no,,1
336166,58297,42,r&r catalytic converter  flex pipe & front cv axle,,374.0,4.4,Labor,85.0,no,,1
92451,22862,37,wheel alignment no alignment,,85.0,1.0,Labor,85.0,no,,1
524342,20305,46,front brake rotors pads 2 brake lines,,280.5,1.02,Labor,275.0,no,,8
639123,25859,48,ves3455 outer tie rod,,19.5,1.0,Labor,19.5,no,,1
770866,26366,72,2284043 purge valve solenoid,,150.0,1.0,Part,150.0,no,,2
568508,64471,46,bank 1 universal catalytic converter,,200.0,1.0,Part,200.0,no,,8
471741,19272,45,removal & replacement of purge valve,,70.09,0.93,Labor,75.37,no,,2
357132,8281,43,oil change and extention pipe,,85.84,1.0,Labor,85.84,no,,2
627116,13852,48,basic headlight,,80.0,2.0,Part,40.0,no,,4
225691,47822,41,labor brake line on cylinder,,130.0,1.0,Labor,130.0,no,,8
198322,20453,41,universal 2 flex pipe 2 catalityc converter,,387.16,1.0,Labor,387.16,no,,1
973538,7478,365,muffler  inspeccion,,85.0,1.0,Labor,85.0,no,,1
129004,29783,38,ft right wheel stud  & 1 rear right wheel stud replacement labor only,,85.0,1.0,Labor,85.0,no,,1
470804,18335,45,labor to repair left rear brake line & bleed system,,150.0,2.0,Labor,75.0,no,,8
774177,418,73,on inner  & outter tie rods,,14.79,1.0,Labor,14.79,no,,1
170849,35928,39,55093dl front brake rotors,,130.0,2.0,Part,65.0,no,,8
545903,41866,46,a/c compressor 2 coil spring 2 rear shocks catalytic converter drive belt,,692.0,8.65,Labor,80.0,no,,7
547004,42967,46,p 55072dl  front brake rotors,,77.0,2.0,Part,38.5,no,,8
388197,39346,43,bleed brake sistem,,80.0,1.0,Labor,80.0,no,,8
500442,47973,45,r&r engine mounts and trans mount,,629.0,7.4,Labor,85.0,no,,1
115347,16126,38,labor only! cold air intake insatlled,,60.0,0.8,Labor,75.0,no,,6
55641,22554,36,full  brake lines,,61.95,1.0,Part,61.95,no,,8
620157,6893,48,r & r front control arm supporting bracket,,130.0,2.0,Labor,65.0,no,,1
482021,29552,45,yh145549 rear brake rotors 762164758516,,63.48,2.0,Part,31.74,no,,8
234475,56606,41,a c suction line,,136.8,1.71,Labor,80.0,no,,7
6120,6120,15,passenger head light,,18.12,1.0,Part,18.12,no,,4
234868,56999,41,521 025  521 026  front lower control arm,,300.8,2.0,Part,150.4,no,,1
949500,37650,257,r&r  both motors,,255.0,3.0,Labor,85.0,no,,1
266420,88551,41,2 front inner/ 2 outer tie rod 2 lower control arm,,360.0,4.5,Labor,80.0,no,,1
447744,46285,44,floded and clean,,34.0,0.4,Labor,85.0,no,,1
128466,29245,38,ft inner & outer tie rods ft left wheel bearing & ft upper control arms replacement,,375.0,1.0,Labor,375.0,no,,1
451064,49605,44,cut and adapt new chrome tips,,160.0,2.0,Labor,80.0,no,,1
486963,34494,45,dw ev80445 inner tie rods,,57.98,2.0,Part,28.99,no,,1
683052,23997,49,walding catalitic converter,,200.6,2.36,Labor,85.0,no,,1
227803,49934,41,coolant temperature sensor thermostat housing,,160.61,1.0,Labor,160.61,no,,2
481380,28911,45,used fuse box 59102711,,95.0,1.0,Part,95.0,no,,9
219317,41448,41,warranty job 12 21 2016 front right cv axle,,0.0,1.0,Labor,0.0,no,,9
123564,24343,38,front brake rotors   54011,,80.0,2.0,Part,40.0,no,,8
42823,9736,36,front rear pads labor only,,100.0,1.0,Labor,100.0,no,,8
220856,42987,41,costumer request install power stering line labor only no warranty,,100.0,1.0,Labor,100.0,no,,9
966957,897,365,labor on harmonic balancer and drive belt,,90.4,1.13,Labor,80.0,no,,1
403088,1629,44,front l  window regulator,,75.0,1.0,Part,75.0,no,,4
354332,5481,43,1 electronic throtte body,,209.99,1.0,Part,209.99,no,,6
230900,53031,41,oil and filter10 w30  no warranty,,18.0,1.0,Part,18.0,no,,2
288757,10888,42,sleeve pipe (part & labor,,30.0,1.0,Labor,30.0,no,,1
263077,85208,41,521 183  front left lower control arm,,130.0,1.0,Part,130.0,no,,1
624417,11153,48,r & r muffler exhaust pipe & tail pipe,,113.75,1.75,Labor,65.0,no,,1
50972,17885,36,throttle body & oxygen sensor bank  1 sensor 1 & bank  1 sensor 2 replacement & includes oil change,,294.0,3.92,Labor,75.0,no,,2
445389,43930,44,install rear brake rotors caliper hoses,,161.5,1.9,Labor,85.0,no,,8
270940,93071,41,9446  front upper strut mount,,79.64,1.0,Part,79.64,no,,1
585751,15480,47,ignition bracket,,38.99,1.0,Part,38.99,no,,2
557219,53182,46,labor on idler pulley and tensioner pulley,,189.6,2.37,Labor,80.0,no,,2
544643,40606,46,labor only on hanger   muffler,,72.0,0.9,Labor,80.0,no,,7
74788,5199,37,ig wire set  azo,,62.07,1.0,Part,62.07,no,,2
597443,27172,47,engine cleaner,,18.0,2.0,Part,9.0,no,,9
645496,32232,48,payment of snap finance refer to invoice  9173),,-1510.0,1.0,Labor,-1510.0,no,,9
255359,77490,41,dg909  front brake pads,,40.4,2.0,Part,20.2,no,,8
257831,79962,41,31152front brake rotor,,100.0,2.0,Part,50.0,no,,8
371924,23073,43,labor only on 1 muffler,,60.0,1.0,Labor,60.0,no,,7
772727,28227,72,dg619 brake pads,,50.0,1.0,Part,50.0,no,,8
259209,81340,41,pf 7795x  front brake pads,,90.0,2.0,Part,45.0,no,,8
329755,51886,42,thermostat 523 190,,50.0,1.0,Part,50.0,no,,9
951580,39730,257,spark plugs  p  acp 41 105,,0.0,4.0,Part,0.0,no,,2
685883,26828,49,labor on radiator & radiator hose,,204.85,2.41,Labor,85.0,no,,9
555126,51089,46,yh425687p rear brake rotors,,72.0,2.0,Part,36.0,no,,8
923749,11899,257,wiper arm transmission linkage,,223.73,1.0,Part,223.73,no,,4
118810,19589,38,hardware fit,,24.45,1.0,Part,24.45,no,,9
314921,37052,42,r&r stater motor and oil change,,120.0,1.6,Labor,75.0,no,,6
233350,55481,41,labor muffler & tail pipe,,130.4,1.63,Labor,80.0,no,,7
541290,37253,46,oil change & filter muffler blower motor resistor,,134.4,1.6800000000000002,Labor,80.0,no,,2
342698,64829,42,labor on muffler with catalytic,,200.0,1.0,Labor,200.0,no,,7
441141,39682,44,install shild,,40.0,0.5,Labor,80.0,no,,9
113146,13925,38,replace straight pipe,,20.0,1.0,Labor,20.0,no,,9
539854,35817,46,p es3365  2 front inner tie rods,,72.0,2.0,Part,36.0,no,,1
80024,10435,37,o2 sensor   or,,149.39,1.0,Part,149.39,no,,5
572827,2556,47,tune up booster alternator reg voltage valve cover gasket manifold gasket cable part and labor,,1000.0,1.0,Labor,1000.0,no,,6
317888,40019,42,replaced manifold & hardware kit,,126.0,1.6800000000000002,Labor,75.0,no,,9
175140,40219,39,replace lower oil pan,,275.4,3.24,Labor,85.0,no,,9
31845,31845,15,muffler delete and replace with connecting pipe,,130.05,1.53,Labor,85.0,no,,7
201055,23186,41,costumer request install front left wheel bearing labor only no wrranty,,70.0,1.0,Labor,70.0,no,,1
493912,41443,45,r&r rear brake line   differencial,,124.95,1.47,Labor,85.0,no,,8
642689,29425,48,duralast dg1589 brake pads serial 000511229,,35.0,1.0,Part,35.0,no,,8
498926,46457,45,bl3z18472 heater hose,,145.96,1.0,Part,145.96,no,,9
490090,37621,45,r&r brake line center to rear d/s brake hose distribution,,109.5,1.46,Labor,75.0,no,,8
482883,30414,45,r&r the spare tire,,25.0,1.0,Labor,25.0,no,,9
272176,94307,41,855k6  serpentine belt,,45.99,1.0,Part,45.99,no,,9
566989,62952,46,labor on full syntetic oil change and filter,,44.2,0.52,Labor,85.0,no,,2
972509,6449,365,wheel bearing lf,,115.2,0.96,Labor,120.0,no,,1
33581,494,36,rad cap,,8.55,1.0,Part,8.55,no,,9
570831,560,47,muffler w tail pipe,,65.0,1.0,Part,65.0,no,,7
98592,29003,37,labor on maf sensor,,42.5,0.5,Labor,85.0,no,,5
177493,42572,39,31368 front brake rotors,,150.0,2.0,Part,75.0,no,,8
947355,35505,257,battery  p ssb 35prm,,149.5,1.0,Part,149.5,no,,6
946632,34782,257,duralast dg843 brake pads serial 000582264,,55.5,1.0,Part,55.5,no,,8
450780,49321,44,rxt pipe,,58.0,1.0,Part,58.0,no,,9
369580,20729,43,front sway bar links and bushings,,120.0,1.0,Labor,120.0,no,,1
628180,14916,48,splashers,,60.0,2.0,Labor,30.0,no,,9
9582,9582,15,sway bar links  o,,28.18,2.0,Part,14.09,no,,1
684207,25152,49,labor on power steering pressure hose  and power steering flush,,170.0,2.0,Labor,85.0,no,,7
233502,55633,41,pf7784x rear brake pads,,37.62,1.0,Part,37.62,no,,8
352208,3357,43,one caliper,,51.34,1.0,Labor,51.34,no,,8
971935,5875,365,frotn brake rotors,,114.62,2.0,Part,57.31,no,,8
298330,20461,42,replaced blower resistor  resistor connector  blower switch,,67.2,0.96,Labor,70.0,no,,7
632057,18793,48,brake rotor duralast part 34061 serial 231723,,60.0,2.0,Part,30.0,no,,8
546348,42311,46,p ev800974   2 front inner ti rods,,58.0,2.0,Part,29.0,no,,1
448202,46743,44,front left and right struts/shocks,,390.0,2.0,Part,195.0,no,,1
142350,7429,39,evap purge valve connector,,50.0,1.0,Part,50.0,no,,5
912688,838,257,only labor wheel bearing s,,170.0,1.0,Labor,170.0,no,,1
813801,12203,74,labor on pads front and back,,120.0,1.0,Labor,120.0,no,,8
368742,19891,43,2 front to rear brakes lines,,74.0,1.0,Part,74.0,no,,8
44648,11561,36,tie rods  brackets link & alignment,,216.0,2.88,Labor,75.0,no,,1
453843,1374,45,(abc) r & r front sway bar links,,59.98,2.0,Part,29.99,no,,1
184008,6139,41,power steering hihg pressure hose rear left 1 hub bearing 1yearwarranty,,97.0,1.0,Part,97.0,no,,7
355140,6289,43,rear hardware kit 1 brake line,,28.0,1.0,Part,28.0,no,,8
933678,21828,257,rear brake pads  dg1354 s 054199042273  (a zo),,45.0,1.0,Part,45.0,no,,8
946916,35066,257,81702 door handle,,35.15,1.0,Part,35.15,no,,4
404321,2862,44,replace valve timing solenoid,,60.0,1.0,Labor,60.0,no,,9
101210,1989,38,r&r upper manifold gasket,,150.0,2.0,Labor,75.0,no,,9
167385,32464,39,rebuild trans,,1200.0,1.0,Part,1200.0,no,,9
23416,23416,15,on   a/c condenser,,168.75,2.25,Labor,75.0,no,,7
426223,24764,44,repl  rear tail light (customer parts),,20.0,1.0,Labor,20.0,no,,4
554193,50156,46,front brake calipers replacement,,76.8,0.96,Labor,80.0,no,,8
929990,18140,257,stater parts dl6465s serial   193538,,128.31,1.0,Part,128.31,no,,6
834812,223,76,oil change filer note several lights are on,,15.0,1.0,Part,15.0,no,,2
186065,8196,41,front 2 inner tie rod 2 outer tie rod adjusting sleeves 1yearwarranty,,110.0,1.0,Part,110.0,no,,1
23462,23462,15,lower control arm bushings  o,,117.74,2.0,Part,58.87,no,,1
555864,51827,46,ext pipe  tail pipe,,61.6,0.77,Labor,80.0,no,,7
771370,26870,72,engine coolant (1) qt,,15.75,1.0,Part,15.75,no,,9
492522,40053,45,frontaz brake hoses,,51.94,2.0,Part,25.97,no,,8
7722,7722,15,fuel supply complete assembly line,,184.46,1.0,Part,184.46,no,,2
572795,2524,47,rear brakes rotos & pads,,220.0,1.0,Labor,220.0,no,,8
653839,40575,48,18 b5309 caliper,,80.0,1.0,Part,80.0,no,,8
173442,38521,39,replace front left window regulator,,110.5,1.3,Labor,85.0,no,,4
669735,10680,49,spark plugs p xp5224 az,,48.0,6.0,Part,8.0,no,,2
32214,32214,15,alternator   11385,,198.5,1.0,Part,198.5,no,,6
